Company Brand,Founded,HeadQuarter,Sector,What it does,Founders,Investor,Amount,Stage,Year
Awaaz De,0,Ahmedabad,Business Intelligence,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,Unknown,Unknown,1300000.0,Angel Round,2018
PinkBlue,0,Bangalore,Business Intelligence,PinkBlue.in - Super-efficient supply-chain for clinical supplies,Unknown,Unknown,300000.0,Pre-series A,2018
Eduvanz,0,Mumbai,Finance,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",Unknown,Unknown,500000.0,Angel Round,2018
Rupeek,0,Bangalore,Finance,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,Unknown,Unknown,6830000.0,Series A,2018
Backpacker Panda Holidays Private Limited,0,Pune,Hospitality,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,Unknown,Unknown,1400000.0,Series A,2018
Shape (School Health and Physical Education),0,Pune,Education,Physical education start up,Unknown,Unknown,200000.0,Pre-series A,2018
Placio,0,Noida,Hospitality,Placio is a student housing and a complete broker-free platform.,Unknown,Unknown,2000000.0,Pre-series A,2018
Aviom India Housing Finance,0,New Delhi,Finance,Delhi based housing finance company.,Unknown,Unknown,2173913.0434782607,Series A,2018
GenRobotic,0,Thiruvananthapuram,Business Intelligence,A Robotic Company.,Unknown,Unknown,1300000.0,Pre-series A,2018
HeyHolidays,0,Bangalore,Hospitality,"HeyHolidays, a global player in online vacation rentals.",Unknown,Unknown,1000000.0,Pre-series A,2018
Pratilipi,0,Bangalore,Media & Entertainment,Amazon's Kindle Direct Publishing for Indian Languages,Unknown,Unknown,4300000.0,Series A,2018
SectorQube,0,Ernakulam,Manufacturing,SectorQube develops smart kitchen devices that make food automatically.,Unknown,Unknown,1300000.0,Pre-series A,2018
Food Memories,0,Ahmedabad,Food & Beverages,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,Unknown,Unknown,1300000.0,Pre-series A,2018
ZAMROO,0,India,Commerce,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,Unknown,Unknown,1300000.0,Pre-series A,2018
Silversparro Technologies Pvt. Ltd,0,Gurgaon,Business Intelligence,Silversparro is a deep learning technology solution provider.,Unknown,Unknown,300000.0,Pre-series A,2018
Creator’s Gurukul,0,Gurgaon,Commerce,A coworking space provider.,Unknown,Unknown,1300000.0,Angel Round,2018
Emflux Motors,0,Bangalore,Transport,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,Unknown,Unknown,364846.0,Pre-series A,2018
Tricog Health Services Pvt Ltd,0,Bangalore,Business Intelligence,Predictive Healthcare Analytics Company,Unknown,Unknown,4000000.0,Series A,2018
Scapic,0,Bangalore,Technology,Virtual/Augmented Reality Start Up .,Unknown,Unknown,500000.0,Pre-series A,2018
6Degree,0,Mumbai,Beauty & Fashion,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,Unknown,Unknown,400000.0,Pre-series A,2018
Chrysalis (EZ Vidya),0,Chennai,Education,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,Unknown,Unknown,1300000.0,Pre-series A,2018
Ekincare,0,Hyderabad,Health,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,Unknown,Unknown,1500000.0,Series A,2018
Streo,0,Gurgaon,Media & Entertainment,"Live stream music from nightclubs, bars & festivals!",Unknown,Unknown,1300000.0,Pre-series A,2018
Groww,0,Kormangala,Finance,Groww offers a new way of investing money.,Unknown,Unknown,120000.0,Pre-series A,2018
Cell Propulsion,0,Bangalore,—,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,Unknown,Unknown,101449.27536231885,Pre-series A,2018
Chezuba,0,Hyderabad,Business Intelligence,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,Unknown,Unknown,20289.855072463768,Angel Round,2018
Ontrack Technologies Pvt. Ltd,0,Bangalore,Commerce,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,Unknown,Unknown,1300000.0,Pre-series A,2018
Wealthtrust,0,Mumbai,Finance,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,Unknown,Unknown,500000.0,Pre-series A,2018
Faclon Labs,0,Mumbai,Technology,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,Unknown,Unknown,1300000.0,Pre-series A,2018
Awign Enterprises,0,Bangalore,Business Intelligence,Operations and manpower outsourcing startup,Unknown,Unknown,724637.6811594203,Pre-series A,2018
CollPoll,0,Bangalore,Education,World-class Enterprise System for Education.,Unknown,Unknown,1300000.0,Pre-series A,2018
Zyla Health,0,New Delhi,Hospitality,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,Unknown,Unknown,1300000.0,Pre-series A,2018
Hubhopper,0,New Delhi,Sports,Get your daily dose of interest as summaries from news and magazine stories .,Unknown,Unknown,500000.0,Series A,2018
Rubix108 Technologies,0,Pune,Technology,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,Unknown,Unknown,1000000.0,Pre-series A,2018
Workflexi,0,Bangalore,Business Intelligence,"Be Smart, Work on Contract,Be Smart, Hire on Contract",Unknown,Unknown,144927.53623188406,Pre-series A,2018
Streak,0,Bangalore,Finance,Algorithmic trading platform.,Unknown,Unknown,326086.95652173914,Pre-series A,2018
Kuants,0,Gurgaon,Finance,Algorithmic trading platform.,Unknown,Unknown,72463.76811594203,Pre-series A,2018
NiYO Solutions,0,Bangalore,Finance,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,Unknown,Unknown,13200000.0,Series A,2018
Hippo Video,0,Chennai,Hospitality,A video recording and sharing software.,Unknown,Unknown,1300000.0,Pre-series A,2018
Satvacart,0,Gurgaon,Food & Beverages,Satvacart is a Gurgaon’s largest online supermarket,Unknown,Unknown,1300000.0,Pre-series A,2018
Daaki,0,Bangalore,Health,Sports Nutrition startup,Unknown,Unknown,1300000.0,Angel Round,2018
Simulanis,0,New Delhi,LifeStyle,A Delhi-based Augmented Reality and Virtual Reality technology development company.,Unknown,Unknown,500000.0,Pre-series A,2018
MY CHIRAAG CAB,0,Jaipur,Hospitality,MY CHIRAAG CAB SERVICES PVT LTD,Unknown,Unknown,1000000.0,Pre-series A,2018
WOTU,0,Bangalore,Food & Beverages,It operates a business-to-business e-commerce portal for food and beverages.,Unknown,Unknown,1300000.0,Pre-series A,2018
Flathalt,0,Gurgaon,—,FInd your Customized Home here.,Unknown,Unknown,50000.0,Angel Round,2018
True Elements,0,Pune,Food & Beverages,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,Unknown,Unknown,724637.6811594203,Pre-series A,2018
Trendlyne Technologies,0,Bangalore,Finance,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,Unknown,Unknown,200000.0,Pre-series A,2018
Planys Technologies,0,Chennai,Energy,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,Unknown,Unknown,2031884.0579710144,Series A,2018
HealthPlix,0,Bangalore,LifeStyle,HealthPlix is a healthtech startup,Unknown,Unknown,3000000.0,Series A,2018
dishq,0,Bangalore,—,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,Unknown,Unknown,400000.0,Pre-series A,2018
Entropik Technology,0,Bangalore,Education,The boundaries between Human and Machines are shrinking fast.,Unknown,Unknown,1100000.0,Pre-series A,2018
myHQ,0,New Delhi,Business Intelligence,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,Unknown,Unknown,500000.0,Series A,2018
Trell,0,Bangalore,—,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,Unknown,Unknown,1250000.0,Pre-series A,2018
Kidovators (by GyanLab),0,Bangalore,Education,Building future human capital through 21st Century Skills programs for K-12,Unknown,Unknown,180000.0,Pre-series A,2018
Log 9 Materials,0,Uttar Pradesh,Technology,Log 9 Materials is a nano-materials manufacturing and RnD startup,Unknown,Unknown,434782.60869565216,Pre-series A,2018
VTION,0,Gurgaon,Business Intelligence,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,Unknown,Unknown,278260.8695652174,Pre-series A,2018
HousingMan.com,0,Bangalore,—,"New Apartments, Flats for Sale in Bangalore",Unknown,Unknown,1492753.6231884058,Pre-series A,2018
Steradian Semiconductors,0,Bangalore,—,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,Unknown,Unknown,1300000.0,Pre-series A,2018
RupeeCircle,0,Mumbai,Finance,RupeeCircle is a new age finance company.,Unknown,Unknown,579710.1449275363,Pre-series A,2018
Wooden Street,0,Jaipur,LifeStyle,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,Unknown,Unknown,1000000.0,Series A,2018
The Ken,0,Bangalore,Media & Entertainment,The Ken is India’s first subscriptions-only business news site,Unknown,Unknown,1500000.0,Series A,2018
SaffronStays,0,Mumbai,—,SaffronStays connects travellers to India's Incredible hosts.,Unknown,Unknown,2000000.0,Pre-series A,2018
Vebbler,0,Bangalore,Media & Entertainment,A personal network for close people,Unknown,Unknown,1300000.0,Pre-series A,2018
Foyr,0,Pune,LifeStyle,"Foyr.com is India's first online, automated interior designer",Unknown,Unknown,4200000.0,Series A,2018
MEngage,0,Jaipur,Health,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,Unknown,Unknown,175000.0,Pre-series A,2018
Inner Being Wellness,0,Hyderabad,—,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",Unknown,Unknown,507246.37681159424,Angel Round,2018
Kobster,0,Chennai,Business Intelligence,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,Unknown,Unknown,1300000.0,Pre-series A,2018
Wishberry,0,Mumbai,Finance,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,Unknown,Unknown,1449275.3623188406,Series A,2018
McXtra,0,Andheri,Finance,McXtra is a digital insurance broking startup.,Unknown,Unknown,1300000.0,Pre-series A,2018
Magic Crate,0,Bangalore,Education,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",Unknown,Unknown,1300000.0,Pre-series A,2018
SmartVizX,0,Noida,Technology,It is a Virtual Reality Solutions StartUp,Unknown,Unknown,1450000.0,Pre-series A,2018
MySEODoc,0,New Delhi,—,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",Unknown,Unknown,1300000.0,Pre-series A,2018
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,0,Pune,—,Digital Marketing Agency,Unknown,Unknown,2898.550724637681,Pre-series A,2018
Scale Labs,0,New Delhi,—,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,Unknown,Unknown,1000000.0,Pre-series A,2018
HungerBox,0,Bangalore,Food & Beverages,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,Unknown,Unknown,4500000.0,Series A,2018
Biryani By Kilo,0,Noida,Food & Beverages,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,Unknown,Unknown,1000000.0,Pre-series A,2018
Wholesome Habits (EAT Anytime),0,Mumbai,Food & Beverages,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,Unknown,Unknown,500000.0,Pre-series A,2018
GoBumpr,0,Mylapore,Transport,Car Service and Bike Service Mobile App,Unknown,Unknown,600000.0,Pre-series A,2018
Fixpocket,0,Ahmedabad,LifeStyle,Fixpocket is a internet-based startup.,Unknown,Unknown,250000.0,Pre-series A,2018
edureka!,0,Bangalore,Finance,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",Unknown,Unknown,2000000.0,Series A,2018
Hashtag Loyalty Private Limited,0,Mumbai,Business Intelligence,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,Unknown,Unknown,1300000.0,Pre-series A,2018
Wow Express,0,Mumbai,Technology,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",Unknown,Unknown,4500000.0,Series A,2018
ZunRoof,0,Gurgaon,Energy,ZunRoof is a rooftop focused solar startup.,Unknown,Unknown,240579.71014492755,Angel Round,2018
Eggoz,0,Indore,Food & Beverages,Eggoz is a full-stack layer poultry business operator & service provider .,Unknown,Unknown,173913.04347826086,Angel Round,2018
Sqrrl Fintech,0,Gurgaon,Finance,Personal Finance,Unknown,Unknown,1000000.0,Pre-series A,2018
GalaxyCard,0,Noida,Finance,GalaxyCard is a mobile based Instant credit card.,Unknown,Unknown,1300000.0,Pre-series A,2018
IndiQube,0,Bangalore,Business Intelligence,IndiQube is a provider of co-working spaces based in Bengaluru.,Unknown,Unknown,15000000.0,Series A,2018
EGK Foods,0,Mumbai,Food & Beverages,A food processing enterprise registered with StartUp India .,Unknown,Unknown,289855.0724637681,Pre-series A,2018
NirogStreet,0,Gurgaon,Health,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,Unknown,Unknown,300000.0,Pre-series A,2018
Pixr8,0,Ghaziabad,Business Intelligence,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,Unknown,Unknown,50000.0,Pre-series A,2018
Nivesh.com,0,Noida,Finance,Nivesh.com is a mass market mutual funds investment platform.,Unknown,Unknown,434782.60869565216,Pre-series A,2018
Theranosis Life Sciences,0,Hyderabad,Health,A fully functioning cell culture facility and molecular biology setup.,Unknown,Unknown,1300000.0,Pre-series A,2018
Poshmiles Online Solutions Private Limited,0,Bangalore,Hospitality,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,Unknown,Unknown,1300000.0,Pre-series A,2018
